time,acceleration,velocity_x
0.0,0.22312197460968006,0.0
0.001,0.3412150537153574,0.0002821685141625187
0.002,0.41798564342433636,0.0006617688627323657
0.003,-1.538603176742957,0.00010146009607305527
0.004,-1.7297176577183,-0.0015327003211575733
0.005,-0.25246492413668187,-0.0025237916120850645
0.006,-1.176262077580961,-0.003238155112943886
0.007,-0.6502898251375661,-0.004151431064303149
0.008,0.3107877912352107,-0.004321182081254327
0.009000000000000001,-1.2717789046053096,-0.0048016776379393765
0.01,1.1497382533866167,-0.0048626979635487235
0.011,0.5342961559624697,-0.00402068075887418
0.012,-0.36166337712319424,-0.003934364369454543
0.013000000000000001,0.8480424871286142,-0.0036911748144518326
0.014,0.6802400329272772,-0.002927033554423887
0.015,-1.3460993734855087,-0.0032599632247030026
0.016,-2.9645610429317513,-0.005415293432911633
0.017,-0.3974712355919028,-0.00709630957217346
0.018000000000000002,-0.014458910074728926,-0.007302274645006776
0.019,0.6666524662497428,-0.00697617786691927
0.02,0.6483209285412037,-0.006318691169523797
0.021,0.8290317236436792,-0.005580014843431356
0.022,0.3029936499937489,-0.005014002156612642
0.023,1.238027435561835,-0.0042434916138348495
0.024,1.740922473353123,-0.0027540166593773706
0.025,-1.5354026428760317,-0.002651256744138825
0.026000000000000002,0.5198554396659852,-0.0031590303457438482
0.027,-1.2184260683059378,-0.0035083156600638245
0.028,1.3867280369143686,-0.003424164675759609
0.029,0.3949376823821163,-0.002533331816111366
0.03,-0.6812846256361699,-0.002676505287738393
0.031,-0.6070510055617956,-0.003320673103337376
0.032,-0.892721248534282,-0.004070559230385415
0.033,1.2489561811390308,-0.003892441764083041
0.034,-0.1783486134883973,-0.0033571379802577244
0.035,-0.1911007909239504,-0.003541862682463898
0.036000000000000004,-2.3605997511464896,-0.004817712953499118
0.037,1.1087524070676618,-0.005443636625538532
0.038,0.5399675287527292,-0.004619276657628337
0.039,-2.536069484097731,-0.005617327635300837
0.04,-2.1966722630160422,-0.007983698508857724
0.041,0.1604534472943476,-0.009001807916718571
0.042,1.3589743159139882,-0.008242094035114403
0.043000000000000003,-0.03068737114656657,-0.007577950562730692
0.044,-0.7989405177123351,-0.007992764507160143
0.045,1.1154542928341817,-0.00783450761959922
0.046,-0.41744224064679514,-0.007485501593505526
0.047,-0.19109535399508865,-0.007789770390826468
0.048,0.6747756245517739,-0.007547930255548126
0.049,-0.8470425390733513,-0.007634063712808914
0.05,-0.25771698205384685,-0.008186443473372513
0.051000000000000004,0.7439531661262285,-0.007943325381336321
0.052000000000000005,1.2988672563045331,-0.00692191517012094
0.053,1.5835936945835647,-0.00548068469467689
0.054,-0.7009107914914082,-0.0050393432431308114
0.055,0.24960473169373462,-0.0052649962730296485
0.056,-1.7157233343250078,-0.005998055574345285
0.057,1.161823041571931,-0.0062750057207218235
0.058,1.3319677774547256,-0.005028110311208495
0.059000000000000004,-0.591834909446832,-0.004658043877204548
0.06,0.8848354188764338,-0.004511543622489747
0.061,-1.131839626215596,-0.004635045726159328
0.062,-0.12692061512646566,-0.005264425846830359
0.063,1.5147794249327131,-0.0045704964419272355
0.064,0.7171284385291186,-0.0034545425101963198
0.065,0.04688495686364557,-0.003072535812499938
0.066,-0.3531744677615758,-0.003225680567948903
0.067,-0.9806645871933521,-0.003892600095426367
0.068,1.4327307258303623,-0.003666567026107862
0.069,-1.9018692379684983,-0.0039011362821769298
0.07,1.4213254584679234,-0.004141408171927217
0.07100000000000001,0.0623898341948402,-0.0033995505255958354
0.07200000000000001,-0.9288062333794646,-0.0038327587251881477
0.073,-1.2864271505633345,-0.004940375417159547
0.074,1.543810936854045,-0.004811683524014191
0.075,-1.6180685115340638,-0.0048488123113542
0.076,-0.818871329542872,-0.0060672822318926685
0.077,1.4094560163150327,-0.0057719898885065886
0.078,2.2423103963113893,-0.003946106682193378
0.079,0.5583846353418995,-0.0025457591663667336
0.08,-0.6371700932165925,-0.0025851518953040804
0.081,0.4545334715522688,-0.0026764702061362424
0.082,0.020488710469428947,-0.0024389591151253937
0.083,0.3546138706520932,-0.0022514078245646327
0.084,0.6506792012668114,-0.0017487612886051805
0.085,0.7419032619817831,-0.0010524700569808833
0.08600000000000001,-0.8192974172732961,-0.0010911671346266398
0.08700000000000001,-1.4163212452498022,-0.002208976465888189
0.088,-0.6753548480889007,-0.0032548145125575402
0.089,-0.531308469667422,-0.0038581461714357014
0.09,-1.396602184403183,-0.004822101498471005
0.091,0.06500516023279786,-0.005487900010556198
0.092,-0.10191481117015493,-0.005506354836024877
0.093,1.2132353295182983,-0.004950694576850805
0.094,-0.12328448428891796,-0.004405719154236115
0.095,2.5015029499493737,-0.003216609921405887
0.096,-0.3273699218480658,-0.002129543407355233
0.097,-0.8292673658066632,-0.0027078620511825978
0.098,-0.8805915114977533,-0.003562791489834806
0.099,0.10878178948536038,-0.003948696350841003
0.1,-1.233830034281739,-0.0045112204732391924
0.101,-0.409648460681043,-0.005332959720720583
0.10200000000000001,-0.7312848495710813,-0.005903426375846644
0.10300000000000001,-0.19593696567099317,-0.0063670372834676815
0.10400000000000001,-0.6789763307083043,-0.00680449393165733
0.105,0.9704433942987446,-0.00665876039986211
0.106,-1.3994784336830361,-0.006873277919554256
0.107,-0.1504688187854447,-0.007648251545788497
0.108,0.37813947612623633,-0.007534416217118101
0.109,-0.6797110301351882,-0.007685201994122577
0.11,-0.9591338772144664,-0.008504624447797404
0.111,1.5285862381488418,-0.008219898267330215
0.112,1.6339183919774152,-0.006638645952267087
0.113,0.016437822032983156,-0.0058134678452618875
0.114,-1.5181628658398656,-0.006564330367165329
0.115,-0.6114687732815245,-0.007629146186726023
0.116,0.8508703507914128,-0.00750944539797108
0.117,0.8865537409448746,-0.006640733352102936
0.11800000000000001,0.6572438502102406,-0.005868834556525378
0.11900000000000001,-0.37882246052047447,-0.005729623861680495
0.12,-1.518237990270222,-0.0066781540870758434
0.121,-0.2940293937257076,-0.007584287779073808
0.122,0.37177847503416855,-0.007545413238419578
0.123,1.4612909996096703,-0.006628878501097659
0.124,0.29200343684221397,-0.005752231282871717
0.125,0.13145040256473187,-0.0055405043631682445
0.126,-0.568639883667373,-0.005759099103719565
0.127,0.9609492582275645,-0.005562944416439469
0.128,0.17889555359640757,-0.004993022010527482
0.129,0.11292261952163506,-0.0048471129239684605
0.13,-0.764406059306994,-0.00517285464386114
0.131,-1.2239483300980625,-0.006167031838563668
0.132,-0.6675464373813432,-0.007112779222303371
0.133,1.5119526335967277,-0.006690576124195678
0.134,0.15620786559620492,-0.005856495874599212
0.135,-0.35675545702922834,-0.005956769670315725
0.136,-0.5407332131434349,-0.006405514005402057
0.137,-0.362633533586163,-0.006857197378766855
0.138,-0.51260592825111,-0.007294817109685492
0.139,1.1249909154381272,-0.0069886246160919836
0.14,-0.9909146702868072,-0.006921586493516324
0.14100000000000001,0.9521040422096897,-0.006940991807554883
0.14200000000000002,-0.31092793823394915,-0.006620403755567013
0.14300000000000002,0.23613223108324696,-0.006657801609142365
0.14400000000000002,0.003614156666623395,-0.00653792841526743
